timestamp,shift,machine_id,downtime_minutes,downtime_type,downtime_reason,total_output,defect_units,defect_rate,defect_type,avg_temperature,avg_vibration,energy_consumption
2025-03-19 07:00,Pagi,M01,0,Tidak ada,-,523,4,0.76,Finishing,45.3,0.026,118
2025-03-19 15:00,Siang,M01,17,Operasional,Penyesuaian material,470,9,1.91,Dimensi,46.3,0.024,110
2025-03-19 23:00,Malam,M01,29,Teknis,Overheat,368,23,6.25,Retak,61.2,0.081,110
2025-03-20 07:00,Pagi,M01,0,Tidak ada,-,529,7,1.32,Dimensi,44.6,0.026,114
2025-03-20 15:00,Siang,M01,0,Tidak ada,-,509,6,1.18,Finishing,45.1,0.028,110
2025-03-20 23:00,Malam,M01,37,Teknis,Bearing panas,350,10,2.86,Retak,63.1,0.085,110
2025-03-21 07:00,Pagi,M01,0,Tidak ada,-,509,3,0.59,Finishing,44.9,0.026,114
2025-03-21 15:00,Siang,M01,0,Tidak ada,-,486,5,1.03,Finishing,47.4,0.027,110
2025-03-21 23:00,Malam,M01,43,Teknis,Overheat,350,27,7.71,Retak,60.2,0.091,110
2025-03-22 07:00,Pagi,M01,0,Tidak ada,-,532,4,0.75,Finishing,44.5,0.025,115
2025-03-22 15:00,Siang,M01,0,Tidak ada,-,477,5,1.05,Dimensi,45.8,0.026,110
2025-03-22 23:00,Malam,M01,33,Teknis,Overheat,350,26,7.43,Retak,61.3,0.073,110
2025-03-23 07:00,Pagi,M01,4,Operasional,Setup lama,525,7,1.33,Finishing,44.4,0.025,111
2025-03-23 15:00,Siang,M01,9,Operasional,Material tidak stabil,470,5,1.06,Retak,46.1,0.027,110
2025-03-23 23:00,Malam,M01,0,Tidak ada,-,393,9,2.29,Dimensi,59.6,0.041,110
2025-03-24 07:00,Pagi,M01,0,Tidak ada,-,525,6,1.14,Retak,45.9,0.024,120
2025-03-24 15:00,Siang,M01,7,Operasional,Penyesuaian material,478,4,0.84,Finishing,44.9,0.027,110
2025-03-24 23:00,Malam,M01,34,Teknis,Bearing panas,350,10,2.86,Retak,59.4,0.083,110
2025-03-25 07:00,Pagi,M01,0,Tidak ada,-,526,4,0.76,Finishing,44.9,0.025,111
2025-03-25 15:00,Siang,M01,0,Tidak ada,-,492,5,1.02,Finishing,46.0,0.03,111
2025-03-25 23:00,Malam,M01,33,Teknis,Bearing panas,363,20,5.51,Retak,61.5,0.084,110
2025-03-26 07:00,Pagi,M01,0,Tidak ada,-,525,9,1.71,Dimensi,44.6,0.026,117
2025-03-26 15:00,Siang,M01,0,Tidak ada,-,477,5,1.05,Dimensi,45.9,0.027,110
2025-03-26 23:00,Malam,M01,44,Teknis,Suhu tinggi,350,44,12.57,Retak,61.8,0.091,110
2025-03-27 07:00,Pagi,M01,0,Tidak ada,-,527,4,0.76,Retak,45.3,0.025,115
2025-03-27 15:00,Siang,M01,0,Tidak ada,-,492,3,0.61,Dimensi,46.3,0.029,116
2025-03-27 23:00,Malam,M01,48,Teknis,Overheat,350,23,6.57,Dimensi,61.9,0.095,110
2025-03-28 07:00,Pagi,M01,0,Tidak ada,-,508,7,1.38,Finishing,44.1,0.024,110
2025-03-28 15:00,Siang,M01,0,Tidak ada,-,507,6,1.18,Retak,45.4,0.026,112
2025-03-28 23:00,Malam,M01,36,Teknis,Suhu tinggi,350,20,5.71,Dimensi,59.2,0.087,110
2025-03-29 07:00,Pagi,M01,0,Tidak ada,-,543,3,0.55,Finishing,45.1,0.026,116
2025-03-29 15:00,Siang,M01,0,Tidak ada,-,492,6,1.22,Dimensi,45.9,0.027,111
2025-03-29 23:00,Malam,M01,42,Teknis,Suhu tinggi,350,31,8.86,Dimensi,60.2,0.085,110
2025-03-30 07:00,Pagi,M01,0,Tidak ada,-,527,4,0.76,Finishing,44.6,0.025,111
2025-03-30 15:00,Siang,M01,0,Tidak ada,-,506,3,0.59,Finishing,47.4,0.025,114
2025-03-30 23:00,Malam,M01,53,Teknis,Overheat,350,23,6.57,Retak,59.7,0.094,110
